id;state;date;amount;currency_name;currency_code;from;to;description
4715639;EXECUTED;2023-10-05T15:48:11Z;28229;Euro;EUR;Mastercard 4045132467361262;Mastercard 2093800981966818;ѕеревод с карты на карту
313261;EXECUTED;2021-08-05T15:53:37Z;32359;Dollar;CAD;Discover 5633142677244160;American Express 2510622542505947;ѕеревод с карты на карту
1867114;EXECUTED;2021-05-10T18:55:29Z;14544;Gourde;HTG;Mastercard 0767525826606493;—чет 76157683185767446509;ѕеревод организации
285162;EXECUTED;2020-02-16T05:57:14Z;14998;Euro;EUR;Visa 5657694484999647;—чет 80381715426372893972;ѕеревод организации
497278;EXECUTED;2023-11-04T10:07:05Z;18259;Yuan Renminbi;CNY;Discover 6474281107647502;Visa 8491958677715838;ѕеревод с карты на карту
1065717;EXECUTED;2022-12-19T10:33:12Z;21179;Yuan Renminbi;CNY;American Express 8437146360943076;American Express 5093867135550233;ѕеревод с карты на карту
5066038;CANCELED;2023-10-23T04:42:50Z;33373;Yuan Renminbi;CNY;American Express 3496806381597278;Visa 8206482923610786;ѕеревод с карты на карту
1103761;EXECUTED;2022-09-05T18:55:31Z;29638;Peso;MXN;;—чет 19915646485862087669;ќткрытие вклада
4157727;EXECUTED;2022-06-08T08:56:00Z;19642;Yen;JPY;—чет 76170734056444515565;—чет 16776970109008326532;ѕеревод со счета на счет
2170443;EXECUTED;2020-10-12T11:43:12Z;18929;Rupiah;IDR;Visa 4357435066781652;Mastercard 3980149543055441;ѕеревод с карты на карту
2768700;EXECUTED;2022-12-09T10:30:47Z;31541;Yuan Renminbi;CNY;American Express 3917140279307975;—чет 67480370130234579704;ѕеревод организации
2779676;EXECUTED;2022-12-14T01:20:02Z;31997;Peso;PHP;;—чет 36959393271857469011;ќткрытие вклада
1636392;EXECUTED;2020-10-09T13:42:51Z;32675;Hryvnia;UAH;Visa 5622320098751018;American Express 9646724948127424;ѕеревод с карты на карту
1220204;PENDING;2022-02-11T01:31:51Z;11686;Dollar;USD;Mastercard 4605227118045463;American Express 5253972174427993;ѕеревод с карты на карту
2612559;EXECUTED;2020-11-09T01:34:23Z;12505;Rupiah;IDR;Mastercard 2161735462269647;Discover 3710533858903808;ѕеревод с карты на карту
4220427;EXECUTED;2023-05-26T00:40:59Z;34477;Yuan Renminbi;CNY;;—чет 27967733688093193493;ќткрытие вклада
2180051;EXECUTED;2021-07-13T13:44:08Z;26229;Yuan Renminbi;CNY;American Express 4987984228872591;Visa 4571058139331541;ѕеревод с карты на карту
3265994;EXECUTED;2021-01-04T00:40:24Z;12175;Euro;EUR;Discover 5698303813934732;Mastercard 4993499245569158;ѕеревод с карты на карту
2874559;CANCELED;2023-04-04T01:40:32Z;26271;Dong;VND;—чет 87857417708290551554;—чет 75937590161240188351;ѕеревод со счета на счет
1752261;EXECUTED;2022-03-13T06:24:13Z;16105;Yuan Renminbi;CNY;—чет 57185666036563288369;—чет 24037153264218146997;ѕеревод со счета на счет
3293666;EXECUTED;2021-10-21T21:27:25Z;20226;Rupiah;IDR;American Express 6878155879211457;—чет 42275872782498273368;ѕеревод организации
4398234;CANCELED;2022-02-07T11:16:13Z;12401;Yuan Renminbi;CNY;Visa 8558887913089962;Mastercard 3909517031900117;ѕеревод с карты на карту
5078913;EXECUTED;2020-05-15T20:21:44Z;26841;Real;BRL;—чет 43559796431246044450;—чет 98354868807139994886;ѕеревод со счета на счет
315118;EXECUTED;2022-01-24T22:14:18Z;18375;Real;BRL;American Express 2480367472994462;Mastercard 4521076609337930;ѕеревод с карты на карту
1405514;EXECUTED;2022-07-16T15:00:03Z;27973;Euro;EUR;American Express 1620672545542386;Discover 3537623788743996;ѕеревод с карты на карту
4856011;EXECUTED;2023-09-03T13:48:39Z;13736;Peso;COP;American Express 4598676860466978;Visa 6432513452624085;ѕеревод с карты на карту
3080997;PENDING;2020-02-18T14:48:09Z;31240;Baht;THB;;—чет 49075406587701019462;ќткрытие вклада
2372913;EXECUTED;2021-12-23T05:49:35Z;29756;Euro;EUR;Mastercard 2962471103747210;Mastercard 8006836243194434;ѕеревод с карты на карту
4288910;EXECUTED;2020-01-22T23:32:19Z;17427;Dollar;USD;Discover 6357710409200211;Discover 7853440366492448;ѕеревод с карты на карту
3905902;EXECUTED;2023-10-19T04:49:15Z;14851;Yuan Renminbi;CNY;Mastercard 1389144549734760;Visa 0622153483708283;ѕеревод с карты на карту
3802489;EXECUTED;2023-06-11T08:38:41Z;21486;Kuna;HRK;Visa 7722613807556977;Discover 0419279908718259;ѕеревод с карты на карту
5241258;EXECUTED;2020-04-10T14:15:23Z;18901;Peso;PHP;Mastercard 7835867325654631;American Express 0263122731060414;ѕеревод с карты на карту
932069;EXECUTED;2021-02-14T01:24:27Z;33842;Dirham;MAD;Visa 6338892083719095;Discover 2097678340200439;ѕеревод с карты на карту
4372369;EXECUTED;2022-01-09T13:00:35Z;27054;Won;KRW;;—чет 99981146477220272211;ќткрытие вклада
3557278;EXECUTED;2022-10-29T11:04:18Z;27107;Yuan Renminbi;CNY;Mastercard 7066377810350699;Discover 8834717800191373;ѕеревод с карты на карту
1640248;CANCELED;2021-04-24T09:12:18Z;20096;Yuan Renminbi;CNY;—чет 77459660583522546848;—чет 52538532882036368465;ѕеревод со счета на счет
3466477;EXECUTED;2020-07-17T07:53:58Z;14751;Rupiah;IDR;;—чет 11263001250909315476;ќткрытие вклада
2090119;CANCELED;2022-06-13T07:18:04Z;11923;Zloty;PLN;American Express 7233096254302821;Visa 6641376791467180;ѕеревод с карты на карту
552769;PENDING;2020-01-02T01:26:47Z;26325;Krona;SEK;Discover 5367334867736788;Visa 3673180759636903;ѕеревод с карты на карту
4602358;EXECUTED;2023-01-05T05:12:20Z;11538;Peso;PHP;Visa 7979998533005962;American Express 6467723373556273;ѕеревод с карты на карту
458944;CANCELED;2020-04-07T18:13:33Z;16648;Dinar;IQD;American Express 5433716431161557;—чет 17804206516630702474;ѕеревод организации
2343100;EXECUTED;2020-03-18T02:25:33Z;29859;Dinar;RSD;American Express 0001582014663571;—чет 47130101453512537161;ѕеревод организации
2195935;EXECUTED;2020-05-10T08:19:35Z;29722;Ruble;RUB;Visa 7657178713716531;Mastercard 5442625865778510;ѕеревод с карты на карту
1186662;EXECUTED;2023-04-26T18:41:38Z;20851;Yuan Renminbi;CNY;;—чет 24959113964401211024;ќткрытие вклада
3323241;EXECUTED;2022-03-24T11:13:12Z;16344;Quetzal;GTQ;—чет 14840445076358976699;—чет 81787719736196028511;ѕеревод со счета на счет
2086410;EXECUTED;2020-03-07T10:20:49Z;30407;Dollar;USD;American Express 2430550940249883;Discover 4073868448421578;ѕеревод с карты на карту
1719740;EXECUTED;2022-11-01T02:35:33Z;14657;Euro;EUR;Discover 8059091120978858;Discover 3178468384166806;ѕеревод с карты на карту
2528921;EXECUTED;2020-04-06T22:04:31Z;33699;Balboa;PAB;Discover 7657609003064147;Visa 9077385031674512;ѕеревод с карты на карту
1550748;EXECUTED;2020-12-20T10:14:22Z;19306;Koruna;CZK;;—чет 49010837140620856640;ќткрытие вклада
1245114;CANCELED;2020-08-10T01:33:39Z;30746;Peso;PHP;American Express 7340522625561382;Discover 5823271504082258;ѕеревод с карты на карту
1791608;CANCELED;2021-09-08T21:54:50Z;15359;Euro;EUR;;—чет 71399560945195372702;ќткрытие вклада
1704928;CANCELED;2020-04-05T09:29:38Z;11098;Real;BRL;—чет 97691497364996298588;—чет 24094403658821176005;ѕеревод со счета на счет
5498000;EXECUTED;2021-05-27T01:12:30Z;17124;Marka;BAM;;—чет 40145527411284575160;ќткрытие вклада
3254346;EXECUTED;2022-05-10T15:06:31Z;13771;Litas;LTL;Discover 8020274399250564;—чет 02758420057800026510;ѕеревод организации
2922262;EXECUTED;2022-04-23T23:00:09Z;27433;Yuan Renminbi;CNY;Visa 5488728885763190;—чет 87170037147073147269;ѕеревод организации
4924156;EXECUTED;2023-08-06T11:33:32Z;33126;Denar;MKD;Discover 2339380742597632;Visa 2088677133569433;ѕеревод с карты на карту
3540021;CANCELED;2023-08-28T15:29:28Z;22006;Dong;VND;Mastercard 7487798860102050;Discover 4423630875275675;ѕеревод с карты на карту
4652239;EXECUTED;2022-12-18T17:00:08Z;20189;Dollar;USD;Discover 2032550149240407;Mastercard 2809850448261413;ѕеревод с карты на карту
3394763;PENDING;2023-07-10T09:48:18Z;31406;Yen;JPY;Discover 0769625831234066;—чет 89698444160396708996;ѕеревод организации
979422;EXECUTED;2020-11-20T13:39:38Z;16251;Shilling;TZS;—чет 46521228493651494017;—чет 09144849759359943547;ѕеревод со счета на счет
3830511;CANCELED;2021-02-05T12:09:44Z;26412;Dollar;USD;American Express 6641970848513913;Discover 8592554087973711;ѕеревод с карты на карту
2758596;EXECUTED;2020-06-13T23:25:06Z;31924;Lempira;HNL;—чет 68978928590306954950;—чет 27561169743799850218;ѕеревод со счета на счет
2322602;EXECUTED;2022-12-13T23:56:06Z;13162;Baht;THB;American Express 8315367292137553;Visa 5029386422397300;ѕеревод с карты на карту
4053607;EXECUTED;2021-05-16T22:32:10Z;30161;Won;KRW;Discover 3921787690085936;Visa 6327765659778676;ѕеревод с карты на карту
4653425;EXECUTED;2020-03-10T07:48:21Z;22131;Ruble;RUB;;—чет 58936710508356884628;ќткрытие вклада
54964;EXECUTED;2021-12-10T18:57:40Z;22004;Lev;BGN;Mastercard 8319949688821984;—чет 75343891571160401295;ѕеревод организации
671684;PENDING;2022-06-13T02:46:42Z;27114;Dollar;BSD;Discover 9737807541197254;Discover 0342605798844488;ѕеревод с карты на карту
1530853;EXECUTED;2023-03-25T02:49:04Z;16225;Ruble;RUB;Visa 3723527446109611;American Express 4201111974501655;ѕеревод с карты на карту
4046342;EXECUTED;2021-05-30T21:24:58Z;30809;Shilling;KES;;—чет 31757737111676188174;ќткрытие вклада
4868743;EXECUTED;2023-06-02T17:38:49Z;25466;Franc;XAF;Discover 2291933346309832;Discover 0007270646235480;ѕеревод с карты на карту
3801652;EXECUTED;2020-10-26T06:44:26Z;18631;Yen;JPY;Discover 3352302313813914;Discover 6039705280196064;ѕеревод с карты на карту
1266540;CANCELED;2021-01-16T07:04:37Z;23425;Krona;SEK;Discover 7609280748367597;Mastercard 3235903132271088;ѕеревод с карты на карту
3564308;EXECUTED;2021-06-16T05:57:59Z;25597;Real;BRL;Discover 1882531866695504;—чет 24530348457345266291;ѕеревод организации
4174847;PENDING;2020-11-03T14:32:33Z;15196;Dong;VND;Mastercard 2491943868249693;Discover 7077798977965820;ѕеревод с карты на карту
1358991;EXECUTED;2022-11-13T17:23:42Z;14452;Real;BRL;Discover 1890046118897112;Visa 9110921278168459;ѕеревод с карты на карту
3684712;PENDING;2022-08-11T10:02:03Z;13555;Yuan Renminbi;CNY;American Express 3187719566240886;American Express 4694809375452950;ѕеревод с карты на карту
2775790;EXECUTED;2023-07-13T20:41:51Z;23631;Euro;EUR;Mastercard 3370350683899060;American Express 2476281211960798;ѕеревод с карты на карту
483191;CANCELED;2020-03-18T22:00:33Z;28335;Franc;CDF;Visa 7846435045835047;Visa 1765434509166157;ѕеревод с карты на карту
1590257;EXECUTED;2020-08-23T16:50:02Z;18125;Sol;PEN;Discover 5020024016629777;—чет 42664874246663137228;ѕеревод организации
4321278;EXECUTED;2020-02-17T07:54:35Z;22591;Rupiah;IDR;Mastercard 5905157222782716;American Express 7089979630546906;ѕеревод с карты на карту
669986;EXECUTED;2021-02-09T12:29:24Z;31203;Peso;ARS;Discover 6609487226994255;Visa 6305863757362411;ѕеревод с карты на карту
3814820;EXECUTED;2023-08-28T09:59:42Z;28013;Yuan Renminbi;CNY;Mastercard 4234000441650576;Discover 3933903042666138;ѕеревод с карты на карту
5512660;EXECUTED;2023-07-17T00:37:52Z;21630;Yuan Renminbi;CNY;;—чет 48304319882799433995;ќткрытие вклада
4764613;EXECUTED;2023-06-02T00:44:00Z;16959;Kuna;HRK;American Express 5113924719239020;Visa 0627655376765476;ѕеревод с карты на карту
2684913;EXECUTED;2020-02-21T04:16:52Z;11082;Peso;PHP;Discover 0098601984618494;—чет 51471076874228770489;ѕеревод организации
3289667;EXECUTED;2022-04-23T04:33:55Z;26455;Peso;ARS;—чет 19086873684048615734;—чет 27514188033181070743;ѕеревод со счета на счет
1392577;EXECUTED;2020-07-18T06:22:59Z;22984;Hryvnia;UAH;Visa 1382079771511686;Visa 7451706409749862;ѕеревод с карты на карту
4151319;CANCELED;2022-09-29T23:26:19Z;18632;Pound;SYP;Mastercard 7126748663400920;Discover 3711265561152876;ѕеревод с карты на карту
70456;EXECUTED;2022-11-02T06:16:26Z;33555;Rupiah;IDR;Mastercard 3492322065367002;Discover 1726772400544696;ѕеревод с карты на карту
5078313;EXECUTED;2022-07-19T15:50:06Z;17340;Marka;BAM;—чет 34485318400658005662;—чет 98941396862837805086;ѕеревод со счета на счет
4748095;EXECUTED;2021-09-19T10:25:05Z;16564;Yen;JPY;Mastercard 1124084936973048;Discover 9601299687986348;ѕеревод с карты на карту
836624;EXECUTED;2021-09-14T13:57:40Z;29137;Rupiah;IDR;Visa 3930407493134701;Mastercard 1078610629376324;ѕеревод с карты на карту
1879427;EXECUTED;2021-05-15T10:38:25Z;27278;Yuan Renminbi;CNY;American Express 4414746205922787;—чет 63197597432207846649;ѕеревод организации
506069;EXECUTED;2022-05-17T08:15:20Z;24700;Rupiah;IDR;American Express 9096782518164587;Visa 1510222054531082;ѕеревод с карты на карту
3944280;EXECUTED;2021-01-16T20:08:51Z;19585;Kuna;HRK;American Express 3762157291217241;Mastercard 5012118975998108;ѕеревод с карты на карту
4864986;EXECUTED;2021-12-31T05:42:43Z;23443;Shilling;TZS;;—чет 69168538284565863078;ќткрытие вклада
2176860;EXECUTED;2022-06-20T21:17:01Z;20308;Yuan Renminbi;CNY;Discover 0153927190818970;Mastercard 3624186902340150;ѕеревод с карты на карту
3724901;PENDING;2021-05-29T19:53:57Z;33410;Rupiah;IDR;American Express 0208810830776920;Mastercard 4495966967290894;ѕеревод с карты на карту
756717;EXECUTED;2021-04-13T16:52:20Z;24061;Lek;ALL;Mastercard 3767462721428983;—чет 08305981361546630534;ѕеревод организации
1864822;EXECUTED;2020-04-06T17:36:04Z;28676;Lev;BGN;—чет 34646320890722856821;—чет 53152097374271262585;ѕеревод со счета на счет
5305401;CANCELED;2023-11-09T22:09:50Z;31501;Peso;PHP;American Express 7446594163242457;Discover 7331634528411583;ѕеревод с карты на карту
1999804;PENDING;2023-10-28T11:17:31Z;34455;Hryvnia;UAH;—чет 42109207415591580635;—чет 74058089109726743250;ѕеревод со счета на счет
1976993;PENDING;2021-10-07T19:24:50Z;14950;Pound;SYP;Discover 5138829471442482;—чет 86520143612658802382;ѕеревод организации
5078149;EXECUTED;2022-05-09T20:41:50Z;32935;Peso;PHP;;—чет 56639415357930291265;ќткрытие вклада
1560456;PENDING;2023-07-08T15:38:24Z;15726;Rupiah;IDR;Visa 1576854615043358;—чет 55484214540765770320;ѕеревод организации
5187596;EXECUTED;2022-02-09T14:09:00Z;15941;Koruna;CZK;;—чет 12348164317760825854;ќткрытие вклада
3772972;EXECUTED;2023-07-27T10:14:40Z;25809;Dollar;USD;Mastercard 5018751098068184;Visa 6550293072484553;ѕеревод с карты на карту
2432689;PENDING;2021-12-19T08:05:30Z;16687;Euro;EUR;Discover 0100855364826755;Mastercard 8643424644765562;ѕеревод с карты на карту
374970;EXECUTED;2020-05-08T17:17:51Z;23400;Rand;ZAR;Mastercard 7297990636339749;American Express 7101173837675508;ѕеревод с карты на карту
2839833;EXECUTED;2023-11-01T16:59:52Z;25313;Afghani;AFN;;—чет 75220545547476402232;ќткрытие вклада
3932791;EXECUTED;2022-08-14T18:19:26Z;28438;Euro;EUR;Discover 0675643743637187;Visa 1094826144213808;ѕеревод с карты на карту
1369031;EXECUTED;2021-11-05T11:22:52Z;11971;Lempira;HNL;Mastercard 0495792289230446;American Express 3960832448348636;ѕеревод с карты на карту
2862584;EXECUTED;2021-11-29T01:43:14Z;17068;Guarani;PYG;Visa 3813289859097058;Mastercard 4267575457981725;ѕеревод с карты на карту
3047634;EXECUTED;2023-02-25T08:27:20Z;21887;Yuan Renminbi;CNY;American Express 0074225408080622;Visa 5066716502253229;ѕеревод с карты на карту
3012438;EXECUTED;2023-01-26T05:06:25Z;26980;Ruble;RUB;—чет 36880956803774247605;—чет 57967135740972430525;ѕеревод со счета на счет
4767419;EXECUTED;2022-03-04T17:59:49Z;25683;Franc;XAF;Visa 0379556768345777;Visa 2895957092845320;ѕеревод с карты на карту
1304395;CANCELED;2021-12-07T16:18:09Z;14108;Shekel;ILS;Discover 8060113854430501;Discover 7716879082030837;ѕеревод с карты на карту
4570784;EXECUTED;2022-02-02T04:29:39Z;21190;Real;BRL;Mastercard 9198635438803943;—чет 82473643728029067853;ѕеревод организации
5173837;EXECUTED;2023-11-09T22:04:32Z;19218;Hryvnia;UAH;Mastercard 5531288811018979;Visa 9383581161824476;ѕеревод с карты на карту
4718690;CANCELED;2021-10-22T18:06:24Z;24397;Ruble;RUB;Mastercard 8555423564337493;—чет 80979410926211688985;ѕеревод организации
4315096;PENDING;2021-03-27T19:19:30Z;16271;Zloty;PLN;American Express 3568441571958482;Discover 0688707149480292;ѕеревод с карты на карту
4008850;EXECUTED;2021-02-26T22:49:18Z;23001;Yuan Renminbi;CNY;American Express 4297724510495525;—чет 41005225250644065645;ѕеревод организации
2805255;EXECUTED;2020-01-14T16:52:27Z;12623;Dong;VND;Discover 8074052428133610;American Express 2577371208766671;ѕеревод с карты на карту
3932469;PENDING;2022-03-01T18:45:14Z;21678;Peso;PHP;Discover 0803276764821082;Mastercard 6602596422358257;ѕеревод с карты на карту
1043686;EXECUTED;2022-09-13T21:09:19Z;32398;Dollar;CAD;—чет 92323558391795977896;—чет 30682052304282918366;ѕеревод со счета на счет
3550511;EXECUTED;2021-12-11T00:52:20Z;12866;Euro;EUR;Mastercard 3118513975040836;American Express 2906021141638143;ѕеревод с карты на карту
1385646;EXECUTED;2023-11-10T18:58:45Z;17606;Euro;EUR;Discover 0310552629910428;—чет 87963820705203993337;ѕеревод организации
2854238;EXECUTED;2023-10-12T03:15:11Z;29511;Ruble;RUB;Mastercard 4205969069978141;Mastercard 3182665825206884;ѕеревод с карты на карту
5170766;PENDING;2023-01-11T18:41:24Z;15534;Quetzal;GTQ;—чет 91269211633331489581;—чет 83962090923263746792;ѕеревод со счета на счет
4143329;EXECUTED;2021-07-04T17:00:10Z;26436;Sol;PEN;American Express 1516179981319127;Mastercard 0476818505690334;ѕеревод с карты на карту
3081948;PENDING;2021-11-03T09:21:53Z;26241;Peso;PHP;Visa 6774409271534698;Discover 6125995337388389;ѕеревод с карты на карту
4933903;EXECUTED;2020-07-16T10:53:11Z;32238;Rupiah;IDR;Visa 2304167599561872;Mastercard 2630656105261057;ѕеревод с карты на карту
4428128;EXECUTED;2021-03-27T23:28:09Z;11898;Peso;PHP;Mastercard 2309235898189955;Visa 6621177152855719;ѕеревод с карты на карту
4590147;EXECUTED;2023-08-12T00:29:31Z;27327;Hryvnia;UAH;Visa 9921286627392860;Visa 1638532192503636;ѕеревод с карты на карту
3458538;PENDING;2021-10-27T20:21:31Z;25247;Rupiah;IDR;Mastercard 8198255172011752;American Express 1521610110014693;ѕеревод с карты на карту
2637005;EXECUTED;2021-11-10T09:50:47Z;11971;Yuan Renminbi;CNY;Mastercard 7398188819783930;Discover 5615216845903306;ѕеревод с карты на карту
1879125;EXECUTED;2023-11-08T11:16:31Z;31266;Real;BRL;American Express 4392059672324031;Discover 7053778259751195;ѕеревод с карты на карту
2251501;EXECUTED;2020-07-05T09:40:20Z;17679;Real;BRL;Discover 4854290775875607;Discover 5139710612970462;ѕеревод с карты на карту
2558035;EXECUTED;2022-09-05T15:14:02Z;17703;Yuan Renminbi;CNY;Visa 7771802392180969;American Express 1797326786997840;ѕеревод с карты на карту
3015411;EXECUTED;2022-03-25T14:48:30Z;31859;Dollar;CAD;Visa 9922608840029736;American Express 7149135085823406;ѕеревод с карты на карту
1496827;EXECUTED;2022-09-04T23:18:29Z;28268;Krona;SEK;;—чет 67069229529099910524;ќткрытие вклада
5184881;PENDING;2023-09-06T02:10:41Z;26661;Rupiah;IDR;Visa 9854254255741256;Visa 1574192240031041;ѕеревод с карты на карту
2327667;PENDING;2022-07-16T17:14:58Z;31550;Peso;CLP;American Express 3307640951904332;American Express 8561768757933328;ѕеревод с карты на карту
1054769;EXECUTED;2021-03-01T01:56:47Z;31298;Real;BRL;American Express 9322946788284465;American Express 9881458517180855;ѕеревод с карты на карту
1595672;PENDING;2021-01-15T06:40:12Z;27346;Guilder;ANG;Discover 3800548259118301;American Express 3857603686856041;ѕеревод с карты на карту
1149285;CANCELED;2022-08-13T06:09:45Z;22891;Lempira;HNL;Mastercard 6863661277530050;American Express 6806549258082272;ѕеревод с карты на карту
4654270;EXECUTED;2023-02-14T03:56:11Z;30968;Zloty;PLN;American Express 0985385689115843;Visa 6907763525045608;ѕеревод с карты на карту
4009886;EXECUTED;2023-05-13T04:33:00Z;23989;Ruble;RUB;Discover 2343953148883158;American Express 8400869379923599;ѕеревод с карты на карту
2252169;EXECUTED;2022-09-30T11:29:58Z;34278;Peso;MXN;Mastercard 5279224218052082;Mastercard 4399445262213049;ѕеревод с карты на карту
1451197;CANCELED;2023-06-04T04:13:07Z;29345;Zloty;PLN;Mastercard 4882021010503477;Mastercard 3258902853247368;ѕеревод с карты на карту
2547690;EXECUTED;2021-08-29T05:58:13Z;21372;Yuan Renminbi;CNY;;—чет 39551012170319187728;ќткрытие вклада
2457942;EXECUTED;2022-03-03T07:32:42Z;21970;Yuan Renminbi;CNY;Discover 2499488181521450;Discover 1037761387604290;ѕеревод с карты на карту
1321390;EXECUTED;2021-02-12T00:51:29Z;17709;Euro;EUR;American Express 7881172959791546;Mastercard 5019040548825219;ѕеревод с карты на карту
969698;EXECUTED;2023-09-29T21:10:48Z;11840;Peso;PHP;—чет 59147118619334244470;—чет 14100791686790533168;ѕеревод со счета на счет
877022;CANCELED;2022-09-19T04:22:51Z;11971;Rupiah;IDR;Mastercard 1228714756992719;Mastercard 9452585402243280;ѕеревод с карты на карту
4826718;EXECUTED;2020-04-14T00:19:57Z;30026;Euro;EUR;Visa 4630612597630704;Visa 6818450753253615;ѕеревод с карты на карту
4586245;EXECUTED;2020-10-29T16:43:51Z;14914;Yuan Renminbi;CNY;;—чет 23187523659105681389;ќткрытие вклада
2109443;CANCELED;2022-11-13T20:26:06Z;29688;Rupiah;IDR;—чет 59941445019656363135;—чет 33453284811588022131;ѕеревод со счета на счет
2365809;EXECUTED;2022-02-01T07:27:01Z;15887;Franc;XAF;—чет 04748888515604079440;—чет 67241253006143723265;ѕеревод со счета на счет
4794989;EXECUTED;2021-05-11T07:28:37Z;25589;Won;KRW;Discover 9887325684982252;Mastercard 6412295013834306;ѕеревод с карты на карту
2424681;EXECUTED;2023-05-19T02:14:16Z;17353;Ringgit;MYR;Mastercard 1488665923728770;American Express 3485277285828200;ѕеревод с карты на карту
3185000;EXECUTED;2021-06-20T17:25:11Z;31263;Yuan Renminbi;CNY;—чет 32635274860281843583;—чет 14611186784186481152;ѕеревод со счета на счет
2080210;EXECUTED;2020-12-19T15:12:51Z;28523;Dollar;USD;Mastercard 8366179393889509;—чет 88812270621892659718;ѕеревод организации
162873;EXECUTED;2023-03-30T16:43:54Z;14709;Yuan Renminbi;CNY;—чет 31648274780141181569;—чет 93102297531573621104;ѕеревод со счета на счет
4492444;PENDING;2022-09-13T02:41:12Z;13086;Dollar;CAD;—чет 07318089075038053901;—чет 05172516288862953128;ѕеревод со счета на счет
3235160;EXECUTED;2023-11-12T16:17:52Z;34316;Euro;EUR;Visa 2336865385909932;American Express 2266395591845773;ѕеревод с карты на карту
590436;PENDING;2023-01-28T06:40:03Z;25193;Real;BRL;;—чет 46780854004272996593;ќткрытие вклада
5416009;PENDING;2022-07-21T17:50:55Z;14827;Yuan Renminbi;CNY;American Express 3294381045631862;—чет 82941857947209957540;ѕеревод организации
3058290;CANCELED;2020-11-11T00:06:22Z;14232;Zloty;PLN;Visa 0634306315452109;Mastercard 7024887578428233;ѕеревод с карты на карту
3386429;PENDING;2021-05-08T08:39:11Z;16216;Euro;EUR;Discover 1256970763079173;—чет 57605402872278121538;ѕеревод организации
364018;EXECUTED;2023-07-04T16:26:34Z;13804;Rupiah;IDR;American Express 7886864383967258;Mastercard 5920323235185030;ѕеревод с карты на карту
2041539;EXECUTED;2022-04-29T01:55:37Z;31951;Euro;EUR;;—чет 72868454156877686884;ќткрытие вклада
3540946;EXECUTED;2021-05-20T03:49:08Z;11733;Denar;MKD;American Express 9746020817019212;Visa 0578437639984448;ѕеревод с карты на карту
3331905;EXECUTED;2020-10-22T14:17:27Z;17167;Dollar;USD;Discover 0226382673519674;Discover 1525217963783050;ѕеревод с карты на карту
3564699;EXECUTED;2020-04-19T11:41:01Z;14362;Peso;PHP;American Express 9665287109333133;Mastercard 5223545570992499;ѕеревод с карты на карту
1112694;EXECUTED;2021-12-01T18:11:10Z;21117;Yuan Renminbi;CNY;Discover 1599022743747275;Mastercard 5182947609132672;ѕеревод с карты на карту
3134084;EXECUTED;2021-01-26T05:43:40Z;23707;Dollar;USD;;—чет 16569338976775830538;ќткрытие вклада
2151382;PENDING;2023-04-07T01:40:25Z;19607;Baht;THB;Discover 1869571162526318;American Express 8377763578542307;ѕеревод с карты на карту
583112;CANCELED;2022-02-28T22:33:08Z;21864;Balboa;PAB;Visa 2234749593271790;Mastercard 3648715803628305;ѕеревод с карты на карту
3636529;PENDING;2021-04-23T18:41:42Z;17449;Naira;NGN;American Express 2245008812200631;American Express 5496713030087267;ѕеревод с карты на карту
17126;EXECUTED;2022-11-12T17:47:54Z;26543;Franc;CDF;;—чет 42478155724717035370;ќткрытие вклада
4320729;EXECUTED;2022-11-01T14:04:03Z;26126;Kwacha;ZMW;;—чет 21275617784123124644;ќткрытие вклада
4666;EXECUTED;2023-03-06T23:50:08Z;11203;Euro;EUR;Visa 1652855301686703;American Express 5757768220243185;ѕеревод с карты на карту
3062500;CANCELED;2022-01-22T20:45:56Z;21093;Rand;ZAR;American Express 2639419266720990;American Express 9054781433424718;ѕеревод с карты на карту
1991230;EXECUTED;2022-12-20T01:52:57Z;21833;Ruble;RUB;Visa 1399159034596740;—чет 71814990641193663905;ѕеревод организации
4014996;EXECUTED;2020-10-27T16:34:45Z;34528;Rupiah;IDR;;—чет 35038781528516583975;ќткрытие вклада
2199087;CANCELED;2020-09-27T12:34:12Z;21214;Krone;NOK;Visa 6324876432719972;Mastercard 4130802033098119;ѕеревод с карты на карту
5285498;EXECUTED;2022-11-06T02:13:29Z;32322;Yuan Renminbi;CNY;;—чет 87065941225503202381;ќткрытие вклада
4668685;PENDING;2022-03-24T08:45:02Z;34310;Peso;COP;Mastercard 4272685591982566;Discover 1114381807822930;ѕеревод с карты на карту
2525713;CANCELED;2021-09-10T15:52:49Z;18677;Zloty;PLN;American Express 3816739936582797;American Express 0067658710679473;ѕеревод с карты на карту
3076867;CANCELED;2023-05-12T08:47:08Z;31830;Krona;SEK;—чет 07870539284432828696;—чет 70784813908721529315;ѕеревод со счета на счет
3114967;EXECUTED;2022-09-10T01:49:47Z;11083;Krone;NOK;—чет 34712489424275118876;—чет 05599883228277898883;ѕеревод со счета на счет
4337682;EXECUTED;2021-04-02T20:22:47Z;11803;Shilling;SOS;Mastercard 5016062755649398;Visa 1404092721978771;ѕеревод с карты на карту
1681932;PENDING;2020-12-27T11:14:34Z;11863;Som;UZS;Discover 4249648000496538;Discover 4478419247437211;ѕеревод с карты на карту
